"ORIGIN NET (mindspore)","TARGET NET (pytorch)"
"NN_AdaptiveAvgPool2d_0","NN_AdaptiveAvgPool2d_0"
"NN_AdaptiveAvgPool2d_1","NN_AdaptiveAvgPool2d_1"
"NN_AdaptiveAvgPool2d_2","NN_AdaptiveAvgPool2d_2"
"NN_AdaptiveAvgPool2d_3","NN_AdaptiveAvgPool2d_3"
"NN_AdaptiveAvgPool2d_4","NN_AdaptiveAvgPool2d_4"
"NN_AdaptiveAvgPool2d_5","NN_AdaptiveAvgPool2d_5"
"NN_AdaptiveAvgPool2d_6","NN_AdaptiveAvgPool2d_6"
"NN_AdaptiveAvgPool2d_7","NN_AdaptiveAvgPool2d_7"
"NN_AdaptiveAvgPool2d_8","NN_AdaptiveAvgPool2d_8"
"","LAYER_features"
"Functional_flatten_0","Torch_flatten_0"
"","LAYER_classifier"
"NN_Dense_0","NN_Linear_0"
"NN_Dense_1","NN_Linear_1"
"NN_Dense_2","NN_Linear_2"
"NN_Dense_3","NN_Linear_3"
"NN_Dense_4","NN_Linear_4"
"NN_Dense_5","NN_Linear_5"
"NN_Dense_6","NN_Linear_6"
"NN_Dense_7","NN_Linear_7"
"NN_Dense_8","NN_Linear_8"

